,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
3828,20,1,15,9,4,3,1,4,1,0,0,39,39,0
3829,23,4,12,13,2,4,0,4,1,0,0,45,39,1
3830,40,4,11,8,2,8,0,4,1,0,0,29,39,0
3831,31,4,9,12,2,10,0,4,1,0,19,39,39,1
3832,7,4,1,6,2,14,0,1,1,0,0,39,40,0
3833,26,4,15,9,2,10,0,4,1,0,0,39,39,0
3834,15,0,9,12,4,0,1,4,0,0,0,19,0,0
3835,23,4,11,8,4,8,1,4,0,0,0,39,39,0
3836,35,5,14,14,2,10,0,4,1,121,0,34,39,1
3837,32,4,11,8,0,4,1,4,1,0,0,39,39,0
3838,28,6,15,9,2,4,0,0,1,53,0,39,39,0
3839,45,2,11,8,4,3,1,4,1,0,0,39,39,0
3840,12,4,8,10,2,1,0,4,1,0,0,39,39,0
3841,32,4,11,8,5,7,4,4,0,0,0,39,39,0
3842,38,1,15,9,0,1,4,2,0,0,0,39,39,0
3843,3,0,15,9,4,0,3,0,1,0,0,70,39,0
3844,20,5,9,12,4,4,3,4,1,0,0,39,39,0
3845,26,7,9,12,2,1,0,4,1,0,0,39,39,1
3846,12,4,15,9,0,1,1,4,0,0,0,39,39,0
3847,27,4,11,8,2,12,5,4,0,0,0,39,39,1
3848,11,4,15,9,5,13,4,4,1,0,0,39,39,1
3849,21,4,15,9,4,4,1,4,0,0,0,44,39,0
3850,28,4,8,10,2,12,0,4,1,0,55,49,39,1
3853,3,4,2,7,4,8,1,4,1,0,0,39,39,0
3854,43,4,11,8,2,6,0,4,1,0,0,39,39,0
3855,13,4,11,8,4,12,1,4,0,0,0,39,39,0
3856,5,4,15,9,4,1,1,1,1,0,0,39,0,0
3857,34,4,15,9,0,12,1,4,0,0,0,59,39,0
3858,14,4,9,12,4,10,4,2,0,0,0,39,0,0
3859,31,4,11,8,0,4,4,4,0,0,0,39,39,0
3860,26,4,9,12,2,12,0,4,1,0,50,39,39,1
3861,34,2,11,8,0,14,4,2,1,0,0,39,39,0
3862,24,4,8,10,2,13,0,4,1,0,47,47,39,1
3863,45,0,8,10,2,0,0,4,1,56,0,39,39,0
3864,33,7,11,8,2,3,0,2,1,0,0,39,39,1
3865,29,4,11,8,2,12,5,4,0,0,0,39,39,1
3866,37,4,15,9,2,14,0,4,1,111,0,59,39,1
3867,51,4,11,8,2,6,0,4,1,0,0,44,39,1
3868,6,6,7,11,4,3,1,4,1,0,0,29,39,0
3869,32,4,12,13,4,12,1,4,0,0,0,34,39,0
3870,7,4,0,5,2,6,0,4,1,0,0,39,39,0
3871,13,2,11,8,2,11,0,2,1,0,0,39,39,0
3872,21,4,11,8,2,7,0,4,1,53,0,44,39,0
3873,17,4,11,8,4,12,1,4,0,0,0,34,39,0
3874,5,4,15,9,4,4,3,4,1,0,0,39,39,0
3875,13,4,5,3,5,6,1,4,1,0,0,39,39,0
3876,44,4,5,3,2,14,0,4,1,0,0,30,39,0
3877,19,4,11,8,0,4,4,4,1,0,0,39,39,0
3878,34,5,8,10,2,4,0,4,1,0,0,39,39,0
3879,26,4,4,2,2,7,5,1,0,0,0,39,40,1
3880,37,1,15,9,2,11,0,4,1,0,0,47,39,1
3881,46,4,11,8,6,10,1,4,0,0,0,24,39,0
3882,34,4,15,9,2,4,0,4,1,0,0,39,39,1
3883,46,6,0,5,2,7,0,4,1,0,0,39,39,0
3884,34,2,12,13,2,10,0,4,1,0,0,59,39,1
3885,10,4,11,8,0,12,3,4,0,0,0,34,39,0
3886,18,4,7,11,2,13,0,4,1,0,0,39,39,1
3887,14,0,9,12,2,0,5,4,0,0,0,24,39,1
3888,29,6,11,8,5,3,4,4,1,0,0,39,39,0
3889,36,4,8,10,2,3,0,2,1,0,0,39,39,1
3890,9,1,15,9,0,1,3,4,1,0,0,23,39,0
3891,26,4,11,8,4,7,3,4,1,0,0,39,39,0
3892,22,4,11,8,2,12,0,4,1,111,0,49,39,1
3893,33,1,11,8,0,10,1,4,1,0,26,39,39,0
3894,37,1,11,8,2,1,0,4,1,0,0,39,39,1
3895,45,0,15,9,2,0,5,4,0,0,0,44,39,1
3896,40,7,15,9,0,10,4,4,0,0,0,39,39,0
3897,2,0,15,9,4,0,3,2,1,0,0,23,39,0
3898,12,2,11,8,4,8,3,4,1,0,0,19,39,0
3899,3,4,11,8,4,3,2,2,1,0,0,39,39,0
3900,36,4,9,12,2,4,0,4,1,0,51,54,39,1
3903,6,4,11,8,4,8,1,4,1,0,0,39,8,0
3904,52,4,1,6,2,1,0,4,1,0,0,19,39,0
3905,39,4,5,3,2,6,0,4,1,0,58,39,39,0
3906,36,2,9,12,2,10,0,2,1,0,0,34,39,0
3907,11,4,11,8,4,1,1,4,1,0,0,39,39,0
3908,11,4,9,12,2,8,0,2,1,0,0,39,39,0
3909,16,5,11,8,2,4,0,1,1,0,0,81,36,1
3910,31,4,11,8,0,12,4,4,0,0,0,29,39,0
3911,44,4,11,8,2,3,0,4,1,0,0,39,39,1
3912,32,4,9,12,2,10,0,4,1,79,0,44,39,0
3913,31,4,15,9,2,4,0,4,1,0,0,39,39,0
3914,15,4,5,3,2,3,0,4,1,0,0,39,39,0
3915,34,4,11,8,2,3,0,4,1,0,0,39,39,1
3916,10,0,9,12,4,0,1,4,1,0,0,39,39,0
3917,2,4,15,9,4,8,3,4,1,0,0,13,39,0
3918,30,4,11,8,2,10,0,4,1,0,0,49,39,0
3919,8,4,9,12,4,14,3,4,1,0,0,59,39,0
3920,55,4,15,9,2,11,0,2,1,0,0,39,39,0
3921,12,4,1,6,0,3,1,4,1,0,0,39,39,0
3922,5,4,11,8,4,1,3,4,0,0,0,39,39,0
3923,40,4,11,8,2,8,0,2,1,0,0,47,9,0
3924,33,4,7,11,2,1,0,4,1,0,0,59,4,0
3925,28,5,15,9,2,12,0,4,1,0,0,29,39,0
3926,35,4,15,9,0,10,1,4,1,0,0,39,39,1
3927,36,4,12,13,2,4,0,4,1,0,0,47,39,1
3928,19,4,11,8,2,6,0,4,1,0,0,47,39,0
3930,3,4,11,8,4,12,3,4,0,0,0,19,39,0
3931,58,4,4,2,6,8,4,2,1,0,0,9,39,0
3932,15,2,11,8,2,3,0,4,1,0,0,39,39,1
3934,36,4,12,13,0,10,1,4,0,0,0,39,39,0
3935,0,4,1,6,4,12,3,4,0,0,0,34,39,0
3936,29,7,8,10,0,1,4,4,0,0,0,37,39,0
3937,22,4,7,11,5,10,1,4,0,0,0,29,39,0
3938,21,4,15,9,0,3,4,4,1,0,0,39,39,0
3939,19,4,11,8,2,7,0,4,1,0,0,59,39,0
3940,46,2,9,12,4,10,1,2,0,0,0,20,39,0
3941,11,4,3,1,2,7,0,4,1,0,0,42,26,0
3942,11,0,9,12,4,0,3,4,1,0,0,44,39,0
3943,32,4,11,8,4,1,4,4,0,0,0,34,39,0
3944,26,4,15,9,2,7,0,4,1,0,0,39,26,0
3945,21,4,9,12,2,4,0,4,1,0,0,44,39,1
3946,22,4,11,8,4,13,1,4,1,0,0,61,9,0
3947,25,0,11,8,0,0,1,2,0,0,0,39,39,0
3948,23,4,11,8,2,4,0,4,1,0,0,39,39,0
3949,28,0,11,8,5,0,4,4,0,0,0,9,39,0
3950,12,0,11,8,0,0,4,4,0,0,0,39,39,0
3951,7,1,9,12,4,10,1,4,1,0,41,44,39,0
3952,13,4,15,9,2,13,0,4,1,0,0,49,39,1
3953,27,4,15,9,2,14,0,2,1,0,0,39,39,0
3954,23,4,11,8,2,12,0,4,1,0,0,23,39,0
3955,13,4,11,8,4,7,2,4,0,0,0,34,33,0
3956,25,4,12,13,0,10,1,4,0,0,49,39,39,0
3957,35,6,8,10,0,10,1,4,0,0,0,34,39,0
3958,25,4,15,9,2,3,0,2,1,0,0,39,39,1
3959,22,4,15,9,2,3,0,4,1,0,0,51,39,1
3960,26,4,15,9,0,10,4,4,1,0,0,44,39,0
3961,45,6,11,8,2,3,0,4,1,104,0,39,39,0
3962,13,4,8,10,2,3,0,4,1,0,0,39,9,0
3963,66,0,11,8,6,0,1,4,0,0,0,19,39,0
3964,22,4,9,12,2,10,0,4,1,0,0,54,39,1
3965,24,4,11,8,2,14,5,4,0,0,0,19,39,0
3966,32,4,12,13,2,10,5,4,0,0,55,39,39,1
3967,8,4,1,6,2,3,0,4,1,0,0,39,39,0
3968,31,4,1,6,2,14,0,4,1,0,58,39,39,0
3969,42,0,7,11,0,0,1,4,1,0,0,7,39,0
3970,27,7,9,12,4,1,1,4,1,0,0,39,39,0
3971,19,4,6,4,0,6,1,4,1,73,0,55,39,0
3972,23,4,11,8,4,6,3,4,1,0,0,39,21,0
3973,4,4,11,8,4,1,3,2,0,0,0,34,23,0
3974,24,4,15,9,5,1,1,4,0,0,0,37,39,0
3975,7,4,9,12,4,4,1,4,0,0,0,49,39,0
3976,50,6,11,8,2,5,0,4,1,0,0,59,39,0
3977,7,4,9,12,4,1,3,4,1,0,0,37,39,0
3978,33,6,9,12,2,12,0,4,1,0,0,59,39,0
3979,31,4,12,13,0,12,1,4,1,0,0,34,39,0
3980,38,0,7,11,2,0,0,2,1,0,0,19,39,1
3981,12,4,11,8,4,7,1,4,1,55,0,39,7,0
3982,33,4,9,12,0,10,4,4,0,0,0,35,21,0
3983,47,7,0,5,2,4,0,4,1,0,0,39,39,1
3984,32,4,6,4,0,8,1,2,1,0,0,36,39,0
3985,3,4,11,8,4,8,3,2,1,0,0,51,39,0
3986,13,4,11,8,5,1,1,4,0,0,0,39,39,0
3987,20,4,9,12,2,8,0,1,1,0,0,29,3,0
3988,35,4,11,8,2,7,0,4,1,0,0,39,39,1
3989,5,4,15,9,4,11,3,4,1,0,0,24,39,0
3990,60,0,11,8,6,0,1,4,0,0,0,13,39,0
3991,2,7,15,9,4,1,3,4,1,0,0,14,39,0
3992,35,4,11,8,0,3,2,4,1,0,0,54,39,1
3993,25,4,9,12,3,13,3,1,0,0,0,39,39,0
3994,18,4,11,8,5,4,1,4,0,0,0,35,39,0
3995,10,4,15,9,4,1,4,4,0,0,0,49,39,0
3996,37,7,11,8,4,8,1,2,0,0,0,37,39,0
3997,20,4,11,8,2,3,0,4,1,0,30,39,39,0
3998,20,4,0,5,2,14,0,4,1,0,0,34,39,0
3999,11,4,5,3,2,3,0,4,1,0,0,29,39,0
4000,46,4,9,12,2,12,0,4,1,0,0,39,39,0
4001,2,4,11,8,4,7,3,4,1,0,0,41,39,0
4002,11,4,9,12,4,12,3,4,0,0,0,39,39,0
4003,6,0,15,9,4,0,1,4,1,0,0,39,39,0
4004,27,4,14,14,4,10,1,4,0,0,0,39,39,1
4005,14,4,15,9,2,3,0,4,1,0,0,39,39,1
4006,18,4,9,12,4,12,1,1,1,0,0,49,0,1
4007,47,4,11,8,0,9,1,4,0,0,0,49,39,0
4008,23,4,11,8,2,6,0,4,1,0,0,39,39,1
4009,42,2,7,11,0,10,1,4,0,0,0,49,39,0
4010,5,4,15,9,4,1,3,4,0,0,0,39,39,0
4011,23,4,15,9,4,12,1,4,0,0,0,43,39,0
4012,18,4,5,3,2,6,0,4,1,0,0,39,26,0
4013,3,4,15,9,4,1,3,4,0,0,0,14,39,0
4014,18,2,11,8,4,11,3,4,1,0,0,39,39,0
4015,11,4,15,9,2,4,0,4,1,0,0,47,39,0
4016,11,4,11,8,0,7,3,4,1,0,0,39,39,0
4017,20,0,15,9,2,0,0,4,1,0,0,19,39,0
4018,55,0,10,15,2,0,0,4,1,0,80,5,39,1
4019,8,5,7,11,4,12,1,4,1,0,0,59,39,0
4021,2,0,15,9,4,0,3,4,0,0,0,44,39,0
4022,14,4,8,10,0,12,3,4,0,0,0,37,39,0
4023,24,4,11,8,4,1,2,4,0,0,0,39,39,0
4024,14,4,0,5,2,13,0,4,1,0,0,39,39,1
4026,3,4,15,9,4,4,1,2,1,0,0,46,39,0
4027,40,6,15,9,2,5,0,4,1,0,0,49,39,0
4028,9,4,11,8,0,8,1,4,0,0,0,11,39,0
4029,27,5,11,8,2,4,0,4,1,79,0,59,12,0
4030,12,2,11,8,4,11,1,4,1,0,0,39,39,0
4031,19,4,11,8,2,10,0,4,1,0,55,39,39,1
4032,23,4,8,10,2,3,0,4,1,0,0,39,39,1
4033,4,4,7,11,4,8,1,2,1,0,0,34,23,0
4034,4,4,15,9,4,3,1,4,1,0,0,69,39,0
4035,17,6,14,14,5,10,4,4,1,0,0,47,39,1
4036,7,4,9,12,4,4,3,4,0,0,0,14,39,0
4037,11,4,0,5,0,8,1,4,0,0,0,39,39,0
4038,18,4,11,8,5,14,3,4,1,0,0,49,39,0
4039,18,4,11,8,0,3,1,4,1,0,0,39,39,0
4040,21,7,9,12,4,4,1,4,0,0,0,39,39,0
4041,27,1,11,8,0,1,4,2,0,0,0,39,39,0
4042,22,4,9,12,2,6,5,4,0,0,0,39,31,1
4043,40,2,11,8,0,8,1,4,0,0,0,39,39,0
4044,2,4,15,9,4,12,3,4,0,0,0,39,39,0
4045,12,4,8,10,2,7,0,4,1,0,0,47,39,0
4046,6,4,11,8,4,7,2,2,1,0,0,39,39,0
4047,33,4,11,8,6,8,4,4,0,0,0,39,39,0
4048,34,6,15,9,2,3,0,4,1,0,0,19,39,0
4049,11,4,8,10,0,3,1,0,1,0,0,39,39,0
4050,27,4,9,12,2,12,0,4,1,0,0,59,39,0
4051,12,6,9,12,4,10,1,2,1,0,0,39,39,0
4052,14,4,11,8,0,14,1,4,1,0,0,44,39,0
4053,10,4,9,12,2,3,0,4,1,0,0,44,39,1
4054,17,4,9,12,2,4,0,4,1,0,0,44,39,0
4055,33,5,14,14,2,10,0,1,1,97,0,49,30,1
4056,10,4,15,9,2,6,0,4,1,0,0,39,39,1
4057,14,4,8,10,4,1,4,2,0,0,0,39,39,0
4058,29,4,7,11,2,3,0,4,1,0,0,39,39,1
4059,22,4,15,9,4,1,3,1,0,0,0,39,39,0
4060,23,4,9,12,2,12,0,4,1,0,0,54,39,1
4061,11,4,1,6,0,12,3,4,1,0,0,39,39,0
4064,41,5,11,8,0,12,1,4,1,0,0,49,39,0
4065,49,4,11,8,2,12,0,4,1,0,0,39,39,0
4066,19,6,11,8,2,8,5,1,0,0,0,19,35,0
4067,21,4,1,6,0,6,1,4,0,0,0,59,39,0
4068,8,4,7,11,4,4,3,4,1,0,0,39,39,0
4069,8,4,11,8,4,8,4,4,0,0,0,21,39,0
4070,73,4,1,6,4,6,3,4,1,0,0,39,39,0
4071,24,2,15,9,0,1,4,4,0,0,0,39,39,0
4073,16,4,9,12,0,10,4,4,0,4,0,39,11,0
4074,16,4,11,8,4,1,1,4,0,0,0,39,39,0
4075,18,4,9,12,2,4,0,4,1,0,50,44,39,1
4076,22,6,11,8,4,3,3,2,0,0,0,19,39,0
4077,42,4,11,8,2,12,0,4,1,0,0,59,39,0
4078,2,4,15,9,4,13,3,4,1,0,36,15,39,0
4079,22,4,11,8,2,12,0,4,1,68,0,37,39,0
4081,10,4,11,8,4,6,3,4,0,0,0,39,39,0
4082,35,4,5,3,2,3,0,4,1,0,0,39,39,0
4083,42,6,11,8,0,8,3,4,0,0,0,23,39,0
4084,11,4,15,9,0,3,4,4,0,0,0,39,39,0
4085,20,4,11,8,0,8,2,4,0,0,0,49,29,0
4086,33,0,0,5,2,0,0,4,1,0,0,95,39,0
4087,19,4,9,12,2,4,0,4,1,0,0,49,39,1
4088,17,4,9,12,2,10,0,4,1,0,0,59,39,1
4089,6,4,15,9,4,1,3,4,1,0,0,39,39,0
4090,2,0,1,6,4,0,3,4,0,0,0,29,39,0
4091,16,4,11,8,0,3,1,4,1,0,74,81,39,0
4092,10,2,12,13,4,10,3,4,1,0,0,51,39,0
4093,14,2,12,13,2,10,0,4,1,0,0,39,39,0
4094,4,4,0,5,2,7,0,4,1,0,0,35,39,0
4095,14,4,11,8,2,4,0,4,1,0,0,53,39,0
4096,42,4,11,8,2,6,0,4,1,0,0,39,39,1
4097,23,2,12,13,2,10,0,4,1,0,51,47,39,1
4098,2,4,1,6,4,6,3,4,1,0,0,39,39,0
4099,30,4,11,8,2,14,0,4,1,0,0,49,39,0
4100,17,4,9,12,4,3,4,4,1,0,0,39,39,0
4101,40,4,11,8,2,8,0,4,1,0,0,76,39,0
4102,34,2,6,4,2,14,0,2,1,0,0,39,39,0
4103,4,4,15,9,4,6,1,4,1,0,0,19,39,0
4104,13,5,15,9,2,12,0,4,1,0,0,49,39,0
4105,29,4,15,9,0,6,1,4,1,0,0,44,39,0
4106,23,4,9,12,4,12,1,4,0,0,0,44,39,0
4107,35,4,13,0,2,8,1,4,1,0,0,39,8,0
4108,6,4,9,12,4,12,1,1,1,0,0,49,36,0
4109,73,0,9,12,6,0,2,4,0,5,0,9,39,0
4110,8,4,11,8,4,1,1,4,0,0,0,49,39,0
4111,26,4,15,9,0,14,1,4,1,0,0,44,39,0
4112,21,7,15,9,0,11,4,0,0,0,0,39,39,1
4113,5,4,8,10,4,8,1,4,0,0,0,29,39,0
4114,16,2,9,12,4,1,1,4,0,6,0,39,39,0
4115,17,4,15,9,2,10,0,4,1,81,0,39,39,1
4116,48,4,8,10,2,14,0,4,1,0,0,19,39,0
4117,33,4,11,8,4,13,3,4,1,0,0,14,39,0
4118,12,4,9,12,4,12,1,4,1,92,0,47,39,0
4119,8,4,11,8,2,14,0,4,1,0,0,39,39,0
4120,37,4,15,9,0,1,1,4,0,0,0,39,39,0
4121,32,4,11,8,2,1,0,4,1,0,0,39,39,1
4122,27,4,15,9,2,7,0,4,1,0,0,39,39,0
4123,7,4,6,4,0,8,3,4,0,0,0,39,39,0
4124,8,4,9,12,4,12,1,4,1,0,0,37,39,0
4125,48,2,11,8,2,14,0,4,1,0,0,19,39,0
4126,39,6,11,8,2,4,0,2,1,0,0,44,39,0
4127,22,6,14,14,2,10,0,4,1,111,0,59,39,1
4130,7,4,4,2,4,3,4,4,1,0,0,39,8,0
4131,24,4,15,9,2,4,0,4,1,0,50,49,39,1
4132,23,5,15,9,2,5,0,4,1,0,0,49,39,0
4133,38,4,11,8,2,3,0,4,1,0,0,49,39,1
4134,21,4,11,8,0,1,4,4,0,0,0,47,39,0
4135,6,4,11,8,4,1,4,2,0,0,0,39,39,0
4136,27,4,9,12,2,4,0,4,1,0,0,49,39,0
4137,28,4,15,9,2,3,0,4,1,0,50,39,39,1
4138,3,6,15,9,4,1,3,4,0,0,0,11,11,0
4139,12,4,11,8,4,8,3,4,1,0,0,39,39,0
4141,13,4,2,7,0,7,1,4,1,0,0,39,39,0
4142,11,7,15,9,4,1,1,4,0,0,0,37,39,0
4143,14,4,11,8,2,4,0,4,1,0,0,39,39,1
4144,35,4,11,8,0,3,4,4,0,0,0,39,39,0
4145,19,4,9,12,2,10,5,4,0,0,0,49,20,1
4146,21,4,11,8,2,3,0,4,1,0,0,44,39,0
4147,49,0,15,9,2,0,0,4,1,0,0,39,39,0
4148,46,6,8,10,2,5,0,4,1,0,0,39,39,0
4149,4,4,15,9,4,8,3,4,1,0,0,34,39,0
4150,16,7,11,8,0,1,1,4,1,0,0,39,39,0
4151,29,7,15,9,0,10,4,4,0,16,0,49,39,0
4153,30,5,9,12,4,12,1,4,1,55,0,59,39,0
4154,16,4,10,15,2,10,0,4,1,0,0,54,39,1
4155,49,0,5,3,4,0,2,2,1,0,0,29,39,0
4156,3,4,15,9,4,1,3,4,0,0,0,29,0,0
4157,11,4,11,8,0,6,1,4,1,0,0,39,39,0
4158,29,4,11,8,0,9,4,4,0,0,0,27,7,0
4159,8,4,15,9,2,12,0,2,1,0,0,44,39,0
4160,20,4,11,8,2,3,3,4,1,53,0,39,39,0
4161,14,6,6,4,2,3,0,4,1,0,0,59,39,0
4163,5,7,15,9,3,13,4,4,1,0,0,19,39,0
4164,35,4,8,10,2,8,5,4,0,0,0,19,39,1
4165,12,4,7,11,2,4,5,4,0,0,0,49,39,0
4166,1,4,1,6,4,8,3,4,0,0,0,19,39,0
4167,14,2,15,9,2,4,0,4,1,0,0,34,39,0
4168,6,4,15,9,4,8,1,1,0,0,0,34,40,0
4169,10,0,8,10,2,0,5,0,0,0,0,39,39,1
4170,37,6,0,5,2,12,0,4,1,0,0,64,39,0
4171,33,2,11,8,0,8,4,4,0,0,0,48,6,0
4172,29,4,12,13,2,13,0,4,1,0,51,39,0,1
4173,7,4,9,12,4,5,3,4,0,0,0,39,39,0
4174,0,0,1,6,4,0,3,4,0,0,0,17,39,0
4175,32,5,11,8,5,8,1,4,1,0,0,44,39,0
4176,37,2,11,8,2,3,0,4,1,0,0,39,39,1
4177,24,4,9,12,2,4,0,4,1,0,51,59,39,1
4178,32,4,11,8,2,1,0,4,1,0,0,39,39,0
4179,19,2,9,12,4,10,1,4,0,0,0,34,39,0
4180,6,4,11,8,4,14,3,2,1,0,0,39,14,0
4181,46,4,15,9,6,8,1,4,0,0,0,39,39,0
4182,50,4,11,8,2,12,0,4,1,0,0,39,2,1
4183,6,4,11,8,4,3,1,4,1,0,0,39,39,0
4184,5,4,9,12,4,10,3,4,1,0,0,39,39,0
4185,49,4,8,10,2,1,0,4,1,0,0,29,39,0
4186,8,4,1,6,2,3,0,4,1,0,0,49,39,0
4187,13,4,15,9,0,7,4,4,0,0,0,19,39,0
4188,18,4,11,8,2,14,0,4,1,45,0,39,39,0
4189,50,6,5,3,2,4,0,4,1,0,0,39,39,0
4190,13,4,2,7,4,3,1,2,1,0,0,39,39,0
4191,9,4,15,9,4,7,1,2,0,0,0,37,39,0
4192,17,4,11,8,2,7,0,4,1,0,0,39,39,0
4193,4,4,15,9,4,12,3,4,1,0,0,39,39,0
4194,1,4,2,7,4,3,3,4,1,0,0,9,39,0
4195,4,4,11,8,4,3,1,4,1,0,0,39,39,0
4196,59,5,6,4,2,10,0,4,1,0,0,39,39,0
4197,34,1,15,9,2,11,0,1,1,0,0,69,0,0
4198,9,4,11,8,2,7,5,4,0,0,0,55,39,0
4199,1,4,2,7,4,8,1,4,0,0,0,24,39,0
4200,1,0,1,6,4,0,3,4,1,0,0,39,39,0
4201,17,4,8,10,2,7,0,4,1,0,35,49,39,0
4203,38,4,9,12,5,4,1,4,1,108,0,44,39,1
4204,16,6,15,9,4,5,1,4,1,0,0,70,39,0
4205,8,4,11,8,4,8,3,4,0,0,0,9,39,0
4206,31,4,11,8,6,7,1,4,0,0,0,9,39,0
4207,47,4,9,12,0,12,1,4,0,0,0,4,39,0
4208,30,2,12,13,4,10,1,4,0,0,0,44,39,1
4209,9,4,15,9,4,13,3,4,0,0,0,39,39,0
4210,19,4,7,11,2,10,0,4,1,0,0,47,39,1
4211,4,4,11,8,2,5,0,4,1,0,0,39,39,0
4212,37,0,5,3,4,0,1,4,0,0,0,24,39,0
4213,13,4,11,8,4,7,3,4,1,0,0,43,39,0
4214,24,6,11,8,0,3,1,4,1,0,0,39,39,0
4215,36,0,12,13,4,0,1,4,0,100,0,34,39,1
4216,17,4,15,9,4,12,2,2,1,0,0,29,39,0
4217,3,0,15,9,4,0,3,4,0,0,0,34,39,0
4218,7,4,0,5,4,12,1,4,1,0,0,48,8,0
4219,9,4,9,12,4,10,1,4,0,0,0,19,39,0
4220,8,4,11,8,4,1,1,4,0,0,0,47,39,0
4221,18,4,15,9,0,12,4,4,0,0,0,35,39,0
4222,24,4,15,9,0,3,1,4,1,0,0,39,39,1
4223,16,4,1,6,4,3,3,4,1,0,0,39,39,0
4224,1,4,15,9,4,8,3,4,0,0,0,24,39,0
4225,10,5,11,8,5,1,1,4,1,0,0,37,39,0
4226,15,4,11,8,0,8,4,4,0,0,0,34,39,0
4227,34,2,11,8,4,8,1,2,1,0,0,39,39,0
4228,21,4,8,10,0,1,4,2,0,0,0,39,39,0
4229,24,2,15,9,2,14,5,4,0,0,0,24,39,0
4230,9,4,15,9,2,3,0,4,1,44,0,39,39,0
4231,21,6,8,10,0,4,4,4,1,0,0,34,39,0
4232,37,4,6,4,2,4,0,4,1,0,0,44,39,1
4233,13,4,9,12,4,10,1,4,0,0,0,59,28,0
4234,14,4,15,9,6,4,4,4,0,0,0,29,39,0
4235,9,7,9,12,4,10,1,4,1,0,0,39,39,0
4236,58,6,10,15,2,10,0,4,1,77,0,2,39,0
4237,12,4,12,13,4,14,3,2,1,0,0,39,39,0
4238,44,4,11,8,2,4,0,4,1,0,0,49,39,1
4239,7,4,15,9,5,12,4,4,0,0,0,44,39,0
4240,5,0,2,7,4,0,1,4,1,0,0,29,39,0
4241,17,4,7,11,4,10,1,4,1,0,0,39,39,0
4242,25,4,15,9,0,3,3,4,1,0,0,39,39,0
4243,7,4,1,6,4,3,1,4,1,0,0,39,39,0
4244,25,6,7,11,2,12,0,4,1,0,0,39,0,0
4245,10,1,11,8,4,3,1,2,1,0,56,39,39,0
4246,22,2,9,12,2,10,5,4,0,0,0,49,39,1
4247,3,4,11,8,4,6,3,4,1,0,0,39,39,0
4248,34,4,1,6,4,8,1,2,0,0,0,39,39,0
4249,51,4,9,12,2,12,0,4,1,0,0,29,39,0
4250,11,1,11,8,4,7,3,4,1,0,0,47,39,0
4251,26,4,11,8,0,13,1,4,0,0,0,39,39,0
4252,18,4,15,9,3,3,1,4,1,0,0,39,39,0
4253,27,4,11,8,0,1,4,2,0,0,0,39,39,0
4254,24,4,9,12,4,6,1,4,1,0,0,39,39,0
4255,27,4,11,8,2,13,0,4,1,0,0,44,39,1
4256,3,4,11,8,2,1,2,4,0,0,0,39,39,0
4257,29,4,11,8,2,3,0,4,1,0,0,73,39,1
4258,10,6,7,11,2,14,0,4,1,97,0,69,39,1
4259,15,4,15,9,4,8,1,4,1,0,0,49,39,0
4260,29,4,15,9,0,12,1,4,1,0,0,49,39,0
4261,9,4,11,8,4,8,1,4,1,0,0,23,39,0
4262,3,4,15,9,4,1,3,1,0,0,0,39,40,0
4263,19,4,11,8,2,5,5,4,0,0,0,39,39,0
4264,32,4,9,12,2,4,0,4,1,0,0,39,39,1
4265,15,4,11,8,2,4,0,4,1,52,0,54,39,1
4266,15,4,9,12,2,10,0,4,1,111,0,49,39,1
4267,32,4,9,12,2,3,0,4,1,0,51,39,39,1
4268,19,4,11,8,4,14,1,4,1,0,0,44,39,0
4269,5,4,15,9,4,8,2,4,1,0,0,24,39,0
4270,35,1,11,8,0,1,1,4,0,0,0,39,39,0
4271,25,4,11,8,2,4,0,4,1,0,0,49,39,1
4273,55,4,11,8,6,8,4,4,0,0,0,15,39,0
4274,13,2,9,12,5,10,1,4,0,0,0,39,39,0
4275,27,4,15,9,2,6,0,4,1,0,0,39,39,0
4277,5,4,15,9,4,12,3,4,1,0,0,19,39,0
4278,42,4,9,12,5,1,4,4,1,0,0,59,39,0
4279,29,4,11,8,0,10,4,4,0,0,0,39,39,0
4280,13,4,8,10,2,6,0,4,1,0,0,39,26,0
4281,47,1,5,3,6,8,4,4,0,0,0,29,33,0
4282,14,4,15,9,2,12,5,2,0,0,0,39,39,0
4283,47,4,11,8,2,8,0,4,1,0,0,19,39,0
4284,28,4,11,8,4,7,3,4,0,0,0,39,39,0
4285,42,4,11,8,2,7,0,4,1,0,50,39,39,1
4286,15,4,11,8,4,1,2,2,0,0,0,39,23,0
4287,26,4,9,12,2,7,0,0,1,0,0,39,39,0
4288,49,0,0,5,0,0,1,4,0,7,0,19,39,0
4289,6,4,15,9,4,12,1,4,1,0,0,44,39,0
4290,32,6,11,8,2,3,0,4,1,0,0,39,39,0
4291,15,4,2,7,2,7,0,4,1,0,0,39,26,0
4292,32,4,8,10,4,4,4,4,0,0,0,39,39,0
4293,16,4,15,9,0,10,1,4,1,0,0,39,39,0
4294,11,4,14,14,4,10,1,4,0,0,0,82,39,0
4295,30,4,11,8,2,12,0,2,1,0,0,39,39,0
4296,24,4,11,8,4,8,3,4,1,0,0,39,39,0
